id,user_id,role
edb96ab8-2080-4379-9658-840815bcc835,e71d63a8-2f39-4f8d-8db5-c539d99921f7,ADMIN
26dea386-2dd3-432a-9c42-066d7f12d5a3,776d7680-500f-4783-90e4-77ad902d8e37,COMPANY
208c4450-1a11-4d81-b54d-a0fbd8ef37ea,e0aadbfc-2a6f-4753-9c96-072b36547f41,AFFILIATE
87b4b28d-4180-40a9-b854-740939c024af,2e7684c3-9a97-4c95-b691-ba6c0987cc13,AFFILIATE
8531d535-0cea-42f9-9a27-ab7a95030a5a,03100273-5502-42c0-8274-45db27ef0d7d,COMPANY
3f64f2be-87d5-4710-b8d2-ca742bdd6fd4,c675cba4-3bc2-446f-9453-00c21549e67e,COMPANY
93d38b01-3ea4-4ca4-b62c-d281ad1b7d19,503a40f8-69c4-44fe-8eea-fdb25ff640cb,AFFILIATE
58b18f96-28db-4f78-899b-26ce9160b177,fd05ef3c-5802-4c03-aa8f-a66e7bb5f50a,CLIENT
